Gene1,Gene2,Score
AT1G64170,AT4G01700,0.00015593986999999998
AT3G25882,AT1G37130,0.00015550693000000002
AT4G20000,AT1G61380,0.0001552197
AT4G33430,AT1G02450,0.00015514428
AT4G31800,AT1G14780,0.00015514017
AT3G22060,AT2G22122,0.00015498858000000001
AT5G07440,AT1G64170,0.00015487176
AT1G08090,AT1G65690,0.00015480164
AT5G50200,AT1G14780,0.00015466618
AT2G37710,AT5G67450,0.00015428214
AT3G46280,AT5G53460,0.00015404393
AT3G25882,AT5G04140,0.00015396025
AT2G37710,AT2G31400,0.0001539072
AT5G66420,AT5G55050,0.0001538165
AT5G10450,AT3G19930,0.00015360276000000002
AT5G07440,AT3G48650,0.00015356563
AT1G64170,AT1G52200,0.00015353153999999997
AT5G04140,AT2G38900,0.00015344725
AT4G20000,AT2G25000,0.00015339891
AT4G23210,AT4G21410,0.00015327407
AT3G52450,AT1G12940,0.00015315802
AT3G25882,AT2G44380,0.00015308544
AT1G61380,AT4G24160,0.00015301509
AT1G49000,AT1G64170,0.00015290319
AT1G77380,AT1G51680,0.0001526575
AT1G65690,AT1G65490,0.00015264603
AT2G31400,AT2G01950,0.00015247218999999999
AT4G24160,AT2G44380,0.00015216885
AT5G20250,AT3G48650,0.00015183324
AT1G64280,AT2G30490,0.00015146656000000002
AT5G66420,AT4G24160,0.00015145919
AT3G19450,AT3G26210,0.00015122813
AT3G46280,AT2G37710,0.00015119069
AT2G37710,AT5G54160,0.00015118903999999998
AT3G52450,AT1G51800,0.00015117595
AT5G01540,AT3G29034,0.00015113117
AT4G20000,AT1G08090,0.00015103093999999998
AT4G20860,AT1G30730,0.00015096994
AT1G64170,AT1G49000,0.00015090906999999998
AT4G21410,AT3G50480,0.00015077508999999998
AT4G31800,AT2G25470,0.00015038447
AT3G48650,AT4G08850,0.00015036722
AT4G23210,AT3G19010,0.00015032718999999999
AT4G01700,AT2G25000,0.00015028087
AT4G21410,AT5G67450,0.00015027803999999998
AT4G01700,AT3G26210,0.00015027018
AT2G30490,AT4G01250,0.00014976473
AT2G37710,AT5G01540,0.00014964513
AT5G67450,AT3G46280,0.00014956626
AT1G21670,AT2G25000,0.00014951748
AT1G49000,AT2G30490,0.0001494531
AT5G66420,AT4G31550,0.00014940207
AT5G46330,AT1G35160,0.00014927356000000002
AT5G39580,AT4G20860,0.00014901427
AT1G37130,AT1G19380,0.00014898038
AT4G39400,AT2G36690,0.00014891758
AT1G52200,AT1G35160,0.00014890556
AT2G30490,AT2G19190,0.00014884818000000002
AT1G51890,AT2G37040,0.00014879837
AT5G20480,AT2G02220,0.00014866993
AT1G37130,AT1G05300,0.00014862383
AT4G01250,AT1G30730,0.00014859712
AT5G66420,AT5G04140,0.00014848396
AT4G01250,AT2G37040,0.0001484742
AT2G37040,AT2G01950,0.00014831577
AT2G25000,AT2G44490,0.00014817153999999999
AT4G24160,AT2G44490,0.00014815475000000002
AT4G33430,AT5G48430,0.00014813915
AT5G13930,AT2G39530,0.00014804787
AT1G51800,AT5G04140,0.000148016
AT2G42360,AT1G52200,0.00014795642
AT5G04140,AT4G35180,0.00014783268999999998
AT3G25882,AT1G35160,0.00014775712
AT4G24160,AT1G51800,0.00014770513
AT1G05300,AT2G41220,0.00014756985
AT2G37040,AT1G35160,0.00014756169
AT5G20480,AT1G14780,0.00014756056999999998
AT1G19380,AT4G21410,0.00014751873
AT2G30490,AT2G25000,0.00014749837
AT1G30730,AT3G46280,0.00014728267
AT2G02220,AT1G61380,0.00014724083
AT2G39530,AT1G70530,0.00014685120000000002
AT5G50200,AT1G30730,0.00014665142
AT1G51890,AT5G59080,0.00014648712
AT2G39200,AT4G01700,0.00014644843999999998
AT5G40780,AT4G27730,0.0001464257
AT2G44490,AT1G51680,0.00014635855
AT4G01250,AT5G06950,0.0001462632
AT4G20000,AT5G54160,0.00014616846000000002
AT5G66420,AT4G23210,0.00014609749
AT2G30490,AT1G37130,0.0001458524
AT1G61380,AT3G46280,0.00014584671999999998
AT2G01950,AT2G30490,0.00014566729
AT1G30730,AT1G12940,0.00014546963
AT3G52450,AT3G19930,0.00014536948999999998
AT2G37040,AT4G31800,0.00014532888999999998
AT5G01540,AT4G20860,0.00014524211
AT1G15950,AT2G02220,0.0001450852
AT1G30730,AT5G20480,0.00014469467
AT2G39530,AT4G35180,0.00014466528
AT1G51890,AT5G20250,0.00014428521999999998
AT4G35180,AT3G52450,0.00014371613
AT1G51800,AT4G21410,0.0001436018
AT5G67450,AT1G65690,0.00014323267
AT4G28140,AT4G31550,0.00014287538999999998
AT2G42360,AT5G48430,0.00014280985
AT5G20480,AT4G21410,0.00014270151
AT2G15620,AT5G59080,0.00014269777
AT2G44490,AT5G55050,0.00014266845
AT5G59080,AT3G25882,0.00014226361
AT4G21410,AT5G39580,0.00014215236000000002
AT3G25882,AT1G61360,0.00014198742
AT3G25882,AT4G28140,0.00014187576000000002
AT1G19380,AT1G51680,0.00014183755
AT3G48650,AT3G26210,0.00014176746
AT4G23210,AT5G13930,0.00014167601999999998
AT1G72300,AT3G50470,0.00014155533
AT3G19450,AT1G49000,0.00014149064
AT1G61380,AT3G22060,0.00014148066
AT3G45060,AT2G19190,0.00014145777
AT2G39200,AT3G25882,0.00014140045
AT1G61360,AT2G25470,0.00014129943000000002
AT2G22122,AT2G38900,0.00014129835
AT4G08850,AT2G36690,0.00014122172
AT1G02450,AT4G01700,0.00014110208
AT5G53460,AT4G08850,0.00014110057
AT4G31550,AT1G65490,0.00014104190000000002
AT5G40780,AT4G21870,0.00014099453000000002
AT4G23210,AT5G53110,0.00014091653999999997
AT5G04140,AT1G51890,0.00014088706
AT4G30190,AT1G77380,0.00014079756999999999
AT1G70530,AT5G54160,0.00014069311000000002
AT4G28140,AT1G12940,0.00014049116
AT2G39200,AT1G12940,0.00014029945
AT3G29034,AT3G26210,0.00014028733
AT2G22122,AT2G19190,0.00014027965
AT5G20480,AT3G19450,0.00014026114
AT5G01540,AT1G64170,0.00014016136
AT3G48650,AT1G21670,0.0001401127
AT3G52450,AT3G26210,0.00014009999
AT3G50470,AT2G02220,0.00013984423
AT2G39200,AT5G67450,0.0001396675
AT4G08850,AT4G23210,0.00013960773000000002
AT2G41220,AT1G61360,0.00013951122
AT5G10450,AT3G52450,0.00013943773
AT1G14780,AT5G59080,0.00013933484
AT3G49780,AT5G13930,0.0001393145
AT2G17740,AT4G31550,0.00013921935
AT5G54160,AT3G45060,0.0001391153
AT4G35180,AT4G01250,0.00013908274
AT5G40780,AT2G30360,0.00013896447
AT2G02220,AT1G77380,0.00013889628
AT2G36690,AT3G26210,0.00013880034
AT5G54160,AT4G38560,0.00013866701999999998
AT4G27730,AT1G70530,0.00013865986999999998
AT2G19190,AT3G52450,0.00013844024
AT2G37710,AT5G39580,0.00013828233999999998
AT1G21670,AT5G04140,0.00013806092
AT4G08850,AT2G25000,0.00013788726999999998
AT1G05300,AT5G46330,0.00013787708000000001
AT3G59880,AT3G46280,0.00013787698
AT1G02450,AT2G19190,0.00013786078
AT2G44380,AT5G50200,0.00013784798
AT5G10450,AT3G46280,0.00013771464
AT5G20480,AT4G27730,0.00013765792
AT3G48650,AT3G45060,0.00013730145
AT2G30490,AT5G20480,0.00013721074
AT4G38560,AT4G24160,0.00013713467
AT2G17740,AT4G31800,0.00013706606
AT2G36690,AT4G27730,0.00013695445
AT2G25000,AT5G40780,0.00013692994
AT1G72300,AT2G25470,0.000136916
AT5G40780,AT4G23210,0.00013688311000000002
AT4G20000,AT5G40780,0.00013683812
AT2G30360,AT4G21410,0.00013681888
AT2G42360,AT5G20480,0.00013648378000000001
AT5G07440,AT4G27730,0.00013643333999999998
AT5G54160,AT4G21870,0.00013639947
AT1G51680,AT5G20250,0.00013621456
AT3G25882,AT4G39400,0.00013614945
AT5G46330,AT1G51890,0.00013593816
AT1G08090,AT1G21670,0.00013558018
AT2G38900,AT1G08090,0.00013548958000000002
AT5G04140,AT5G20480,0.00013531184
AT4G24160,AT5G13930,0.0001352825
AT3G45060,AT2G25000,0.00013525429
AT1G52200,AT5G66420,0.0001352178
AT5G07440,AT1G19380,0.0001351936
AT1G64170,AT3G49780,0.00013497095
AT1G51680,AT4G20860,0.0001349196
AT2G37710,AT2G22122,0.0001348739
AT4G35180,AT5G04140,0.00013487278
AT5G55050,AT4G28140,0.00013487073
AT1G08090,AT1G35160,0.00013486858
AT1G70530,AT5G53110,0.00013482741000000003
AT1G02450,AT2G01950,0.00013468238
AT1G64170,AT5G20480,0.00013462389999999998
AT3G50470,AT1G77380,0.00013460245000000001
AT1G37130,AT3G22060,0.00013447941
AT5G48430,AT2G44490,0.00013444325000000002
AT1G64170,AT1G51680,0.00013440798
AT5G07440,AT2G02220,0.00013439251
AT4G28140,AT2G31400,0.00013417503
AT1G61380,AT1G02450,0.00013402426000000002
AT5G13930,AT2G25470,0.00013397267
AT4G24160,AT4G33430,0.00013390936
AT3G25882,AT2G44490,0.00013388865
AT3G50470,AT2G44380,0.00013387988
AT2G01950,AT5G59080,0.00013386742
AT1G61380,AT2G02220,0.00013382577
AT2G31400,AT4G21870,0.00013377894
AT4G20000,AT1G51620,0.00013364547
AT1G72300,AT1G30730,0.0001335194
AT2G30360,AT1G70530,0.00013329055
AT4G33430,AT3G25882,0.00013327711999999999
AT1G77380,AT5G40780,0.00013310155
AT5G40780,AT4G33430,0.00013298896
AT4G30190,AT3G48650,0.00013286038
AT4G33430,AT2G37040,0.00013282627
AT1G64280,AT2G36690,0.00013280509
AT3G50480,AT4G33430,0.00013277147
AT2G02220,AT5G07440,0.00013247336
AT1G70530,AT1G51680,0.00013245608999999997
AT5G55050,AT2G39200,0.00013224596
AT3G48650,AT5G50200,0.0001320458
AT1G51890,AT2G31400,0.00013191302
AT5G10450,AT3G21080,0.00013187506000000002
AT4G20000,AT2G44490,0.00013183398
AT2G39530,AT2G37710,0.00013182392
AT5G20480,AT3G19010,0.0001317981
AT3G59880,AT1G21670,0.00013132053
AT1G30720,AT3G25882,0.00013128106000000002
AT1G64170,AT3G22060,0.00013110879999999998
AT1G30730,AT4G39400,0.00013076665000000002
AT4G38560,AT4G20000,0.00013071152
AT2G41220,AT4G01250,0.00013062099
AT3G49780,AT5G48430,0.00013041806000000001
AT1G49000,AT5G20480,0.00013034501000000001
AT1G61360,AT4G28140,0.00013025226999999998
AT1G52200,AT3G50470,0.00013012481
AT3G45060,AT5G13930,0.00013012103
AT3G50470,AT4G28140,0.00012995893
AT3G50480,AT1G37130,0.00012962508
AT3G19930,AT1G61360,0.00012961784
AT4G24160,AT3G29034,0.0001295024
AT4G21410,AT4G21870,0.00012946591999999998
AT2G25000,AT1G65690,0.00012939618
AT2G44380,AT1G65490,0.0001291713
AT3G29034,AT3G19930,0.00012914049999999998
AT5G53460,AT1G15950,0.00012898108999999998
AT2G44370,AT2G15620,0.00012886025
AT2G37040,AT3G22060,0.00012876763
AT5G39580,AT2G39530,0.0001287513
AT1G65490,AT5G53110,0.00012874024
AT4G38560,AT1G65490,0.00012863296
AT3G48650,AT5G13930,0.00012841666
AT4G27730,AT5G10450,0.00012841623
AT5G53110,AT1G02450,0.00012797254
AT5G04140,AT5G20250,0.00012777805
AT5G54160,AT5G39580,0.00012777562
AT4G21410,AT1G65690,0.00012750697
AT3G52450,AT2G17740,0.00012743752
AT3G19450,AT3G29034,0.00012740458
AT1G77380,AT4G33430,0.00012731997
AT5G44585,AT5G54160,0.00012716260000000001
AT2G37710,AT1G65690,0.00012707613000000002
AT2G25470,AT3G48650,0.00012692254999999999
AT4G21410,AT2G36690,0.00012681307
AT1G19380,AT1G35160,0.00012678058000000002
AT3G26210,AT2G15620,0.00012661453000000001
AT5G13930,AT3G22060,0.00012651666
AT3G50470,AT5G50200,0.00012650313
AT5G40780,AT2G44370,0.00012644079
AT2G30360,AT1G51680,0.00012639596999999999
AT1G61360,AT1G49000,0.00012633423
AT3G19930,AT2G44380,0.00012632771
AT5G20480,AT4G30190,0.00012627794
AT3G50480,AT3G19450,0.00012610872
AT2G38900,AT3G19450,0.00012601685
AT2G38900,AT2G30490,0.00012593385
AT2G17740,AT1G65690,0.00012585837
AT4G21410,AT5G54160,0.00012584511
AT1G49000,AT4G28140,0.00012573104
AT1G21670,AT4G24160,0.00012564742
AT2G44370,AT2G37710,0.00012560289
AT5G20250,AT2G44370,0.00012549649
AT2G41220,AT3G46280,0.00012533477
AT5G44585,AT2G41220,0.00012524449
AT4G33430,AT2G42360,0.00012521941999999998
AT1G70530,AT4G21410,0.00012510184999999999
AT5G53110,AT1G70530,0.00012496044
AT1G52200,AT2G15620,0.00012494163999999999
AT4G27730,AT2G02220,0.00012485374
AT4G31550,AT3G19930,0.00012459935
AT3G59880,AT4G38560,0.00012454981000000002
AT1G37130,AT1G77380,0.00012441178999999999
AT5G67450,AT4G23210,0.00012439229
AT1G05300,AT5G10450,0.0001242554
AT5G20480,AT5G39580,0.00012422884
AT2G22122,AT5G55050,0.00012411791
AT3G19010,AT5G66420,0.00012408025
AT1G51620,AT5G04140,0.00012404636
AT4G27730,AT1G65490,0.00012403923999999999
AT3G25882,AT4G31550,0.00012402188
AT1G02450,AT4G20860,0.00012397718
AT4G35180,AT1G02450,0.0001239742
AT5G55050,AT5G46330,0.000123949
AT1G64280,AT3G46280,0.00012387906
AT2G42360,AT3G50480,0.00012377961000000002
AT1G51620,AT3G25882,0.00012371883
AT2G15620,AT3G25882,0.00012371567
AT3G50470,AT2G25000,0.00012353511
AT1G02450,AT5G67450,0.00012338291
AT2G44380,AT5G55050,0.00012336737
AT3G21080,AT3G45060,0.00012335878
AT1G05300,AT1G51620,0.00012323936
AT2G44490,AT5G20480,0.0001232118
AT2G25470,AT3G49780,0.00012316206
AT2G44380,AT4G01250,0.00012291317
AT1G51680,AT1G49000,0.0001226958
AT3G50480,AT4G35180,0.00012251708999999999
AT1G30730,AT3G49780,0.00012241377
AT1G30730,AT1G61380,0.00012235137
AT1G12940,AT1G65490,0.00012230226000000001
AT2G37040,AT3G46280,0.00012228258
AT2G38900,AT5G37600,0.00012226346
AT5G50200,AT3G21080,0.00012224638
AT5G13930,AT2G37710,0.0001222374
AT5G44585,AT1G64170,0.00012213932
AT1G51620,AT5G59080,0.00012209865
AT2G31400,AT5G59080,0.000122018886
AT3G22060,AT5G55050,0.000121930054
AT5G53110,AT5G20480,0.00012191557500000001
AT5G04140,AT5G44585,0.00012189028999999998
AT1G64280,AT1G52200,0.00012184564500000001
AT1G51890,AT3G48650,0.00012175138499999999
AT1G14780,AT3G29034,0.00012171014499999999
AT3G59880,AT4G21410,0.00012152584500000001
AT5G20250,AT2G22122,0.00012149742000000001
AT5G20250,AT2G37710,0.00012149514
AT3G59880,AT3G25882,0.00012143446000000002
AT3G49780,AT4G30190,0.00012137531
AT3G21080,AT5G53110,0.00012128596000000001
AT3G19450,AT2G19190,0.0001212151
AT5G07440,AT2G17740,0.00012115105
AT1G65490,AT3G50480,0.00012077037
AT3G48650,AT2G38900,0.000120659046
AT4G21870,AT4G31800,0.00012018558999999999
AT1G21670,AT1G64280,0.0001196348
AT1G35160,AT5G46330,0.00011949157
AT2G25470,AT4G21410,0.00011939488000000001
AT3G50470,AT1G49000,0.00011935561000000001
AT2G02220,AT5G44585,0.00011933659
AT3G59880,AT3G48650,0.000119238925
AT5G04140,AT5G55050,0.00011922816
AT3G45060,AT1G08090,0.000119170065
AT3G46280,AT1G77380,0.000119138305
AT2G19190,AT2G25000,0.000119000695
AT5G20250,AT4G01700,0.00011872653
AT5G53460,AT2G37040,0.00011848334500000001
AT4G01250,AT3G29034,0.000118424105
AT2G01950,AT2G19190,0.00011841233999999999
AT5G46330,AT4G35180,0.00011829871000000001
AT2G44370,AT5G20480,0.00011829799
AT1G21670,AT3G48650,0.00011829673
AT4G08850,AT4G35180,0.000118225194
AT4G30190,AT1G35160,0.000118185526
AT3G49780,AT1G64170,0.00011786598999999999
AT5G10450,AT1G49000,0.00011783502
AT3G19930,AT3G52450,0.000117810065
AT4G30190,AT5G66420,0.000117763186
AT1G51680,AT1G77380,0.00011758541000000001
AT4G01700,AT5G04140,0.00011758361500000001
AT5G40780,AT4G01250,0.00011754638
AT3G26210,AT1G05300,0.000117285206
AT5G39580,AT3G22060,0.00011727986
AT2G39530,AT1G72300,0.00011724266000000002
AT2G17740,AT2G44490,0.00011721763
AT1G65490,AT1G02450,0.00011719303999999998
AT1G72300,AT3G19450,0.00011704178999999998
AT5G53460,AT1G61360,0.00011702168
AT2G42360,AT1G12940,0.00011700969
AT3G26210,AT3G19450,0.00011695086999999999
AT5G39580,AT2G02220,0.00011694646
AT5G66420,AT2G37710,0.00011680805599999999
AT4G33430,AT2G39530,0.00011645553999999998
AT1G05300,AT4G28140,0.00011638111
AT2G37710,AT1G12940,0.00011616958
AT1G65690,AT4G21870,0.00011597066000000001
AT2G15620,AT3G45060,0.00011589205
AT5G39580,AT1G30730,0.00011576751
AT4G21410,AT3G19930,0.00011575171999999999
AT4G23210,AT5G04140,0.0001157137
AT2G02220,AT1G05300,0.00011570768999999999
AT3G29034,AT5G20250,0.00011568435
AT1G64280,AT4G39400,0.00011563059999999999
AT2G17740,AT1G15950,0.00011551307
AT4G35180,AT4G30190,0.00011540818999999999
AT1G64170,AT3G25882,0.000115368326
AT4G28140,AT1G02450,0.000115188996
AT1G51680,AT3G19450,0.00011512458999999999
AT5G04140,AT4G31800,0.00011504294
AT2G30490,AT3G46280,0.00011502792999999999
AT2G44490,AT2G22122,0.000115021816
AT5G59080,AT4G01700,0.00011496104999999999
AT1G51620,AT5G48430,0.00011494105
AT4G35180,AT5G53110,0.00011491431
AT3G50470,AT5G48430,0.00011471665499999999
AT2G02220,AT4G39400,0.00011463222
AT2G44370,AT1G52200,0.00011456496000000001
AT1G30720,AT5G59080,0.00011420607
AT2G36690,AT3G19010,0.00011418653
AT1G72300,AT4G27730,0.00011417897600000001
AT4G35180,AT3G19450,0.00011403617
AT4G21410,AT2G25470,0.000113850576
AT3G19450,AT1G61360,0.00011384311000000001
AT3G19010,AT2G41220,0.00011380908000000001
AT1G65690,AT3G26210,0.00011380121999999999
AT5G53110,AT3G48650,0.00011379527
AT2G15620,AT1G65490,0.00011378025
AT3G21080,AT3G46280,0.00011374539500000001
AT1G35160,AT3G49780,0.00011369388999999999
AT4G28140,AT5G20250,0.00011351831
AT5G13930,AT4G20860,0.00011347472
AT4G33430,AT3G59880,0.00011346731000000001
AT1G14780,AT4G23210,0.00011341146000000001
AT4G35180,AT1G30720,0.00011332053
AT5G10450,AT1G61360,0.000113273156
AT5G54160,AT4G24160,0.00011322045
AT2G37040,AT1G51890,0.00011302342
AT4G35180,AT4G39400,0.00011300077
AT4G21870,AT5G50200,0.00011291108999999998
AT3G25882,AT2G31400,0.00011278346000000001
AT1G51620,AT1G70530,0.000112655
AT1G19380,AT5G40780,0.00011256638999999999
AT3G52450,AT2G25470,0.00011254309999999999
AT2G02220,AT3G50480,0.00011227236000000001
AT2G17740,AT3G19450,0.00011224812
AT5G66420,AT2G39530,0.000112221445
AT5G66420,AT2G44370,0.00011216874599999999
AT2G31400,AT1G51890,0.000111936824
AT5G20480,AT3G25882,0.00011184778999999999
AT1G02450,AT3G19010,0.000111793874
AT4G01250,AT4G20000,0.00011175932
AT3G46280,AT2G22122,0.00011168488000000002
AT4G38560,AT5G40780,0.00011150561000000001
AT5G53110,AT2G42360,0.00011115953000000001
AT2G17740,AT5G53460,0.00011107995000000001
AT5G07440,AT1G72300,0.00011107721000000001
AT2G39530,AT2G44380,0.000110988694
AT4G23210,AT1G05300,0.00011096419599999999
AT5G20250,AT4G38560,0.00011084096000000002
AT1G35160,AT1G65490,0.00011077166999999999
AT4G38560,AT1G19380,0.00011076455
AT3G29034,AT4G35180,0.00011070620500000001
AT2G22122,AT4G21870,0.000110683126
AT3G19930,AT3G29034,0.00011054364600000001
AT5G01540,AT5G04140,0.00011051691399999999
AT1G49000,AT1G61380,0.00011045238
AT2G39530,AT4G20000,0.000110334964
AT3G22060,AT3G48650,0.00011030601999999999
AT5G50200,AT3G19930,0.000110285386
AT4G01700,AT2G15620,0.00011021921999999998
AT2G42360,AT5G13930,0.00011020863999999999
AT2G17740,AT5G37600,0.00011015507
AT1G30730,AT1G65690,0.000110035966
AT3G29034,AT4G21410,0.0001099999
AT2G37710,AT5G20250,0.00010978228
AT3G52450,AT2G31400,0.000109631466
AT4G08850,AT5G48430,0.00010955286
AT5G55050,AT3G21080,0.000109532135
AT1G77380,AT5G04140,0.00010950155
AT2G39200,AT5G10450,0.00010941976999999999
AT4G31800,AT2G44380,0.00010939633
AT1G12940,AT1G51800,0.000109369
AT1G12940,AT1G77380,0.00010933004999999999
AT1G70530,AT3G22060,0.00010925741000000002
AT2G42360,AT5G66420,0.00010920006999999999
AT2G41220,AT2G25470,0.000109181965
AT4G08850,AT3G59880,0.00010907418600000001
AT1G15950,AT5G55050,0.00010897579
AT3G21080,AT5G59080,0.00010890821000000002
AT4G30190,AT2G44490,0.00010890121499999999
AT5G37600,AT3G59880,0.000108882596
AT1G72300,AT2G31400,0.000108810236
AT5G07440,AT4G23210,0.00010878983399999999
AT1G19380,AT1G30720,0.00010863839
AT4G24160,AT1G14780,0.00010858223999999999
AT2G38900,AT2G25000,0.000108487286
AT4G30190,AT5G48430,0.00010842558
AT5G20480,AT2G44490,0.00010842511999999999
AT5G59080,AT2G25000,0.000108402994
AT1G14780,AT1G30720,0.00010839844999999999
AT3G50480,AT5G10450,0.00010838142
AT5G37600,AT4G39400,0.00010835187
AT5G66420,AT5G44585,0.00010829101999999998
AT2G25000,AT3G59880,0.00010825892
AT2G25000,AT2G22122,0.000108170665
AT3G59880,AT5G44585,0.00010813476999999999
AT4G01700,AT4G30190,0.00010810111399999999
AT2G39200,AT2G44380,0.00010809712
AT4G31800,AT3G26210,0.00010809089
AT1G72300,AT4G31550,0.00010802649999999999
AT2G01950,AT2G44370,0.00010797566999999999
AT3G22060,AT1G72300,0.000107853186
AT1G51890,AT5G50200,0.00010779796
AT3G19010,AT4G33430,0.00010772136
AT5G20480,AT5G13930,0.000107713975
AT4G08850,AT5G13930,0.000107382795
AT3G52450,AT5G50200,0.00010734671999999998
AT5G48430,AT1G61380,0.00010725202
AT3G50480,AT1G51620,0.00010725183499999999
AT3G26210,AT4G28140,0.00010714456599999999
AT3G21080,AT2G02220,0.00010710610000000001
AT3G29034,AT5G37600,0.00010709648000000001
AT4G01250,AT4G27730,0.00010701056
AT4G01700,AT2G44380,0.00010691058
AT3G26210,AT1G77380,0.00010679409
AT3G19010,AT5G55050,0.00010654698399999999
AT4G38560,AT5G39580,0.00010647153
AT1G51800,AT5G53110,0.00010642165000000001
AT3G25882,AT1G49000,0.00010618911599999999
AT2G17740,AT4G39400,0.00010618661
AT3G59880,AT5G59080,0.00010585417999999999
AT4G31800,AT5G46330,0.00010584663
AT2G15620,AT2G17740,0.00010576078999999999
AT1G77380,AT5G39580,0.00010573578999999999
AT1G21670,AT1G77380,0.00010569951000000001
AT3G45060,AT4G23210,0.00010569945
AT5G07440,AT3G46280,0.00010564476
AT1G70530,AT3G52450,0.00010560319
AT5G04140,AT3G25882,0.00010552745000000001
AT2G30360,AT4G08850,0.00010537612
AT3G49780,AT5G55050,0.00010513878000000001
AT2G41220,AT1G51800,0.00010513288999999999
AT2G39200,AT3G19450,0.000105125655
AT3G50470,AT5G01540,0.00010502746000000001
AT1G61360,AT4G33430,0.00010497854
AT4G35180,AT2G44380,0.000104971165
AT2G30360,AT5G66420,0.00010493781999999999
AT1G51620,AT4G38560,0.00010486108
AT3G29034,AT1G12940,0.00010485437
AT2G37710,AT2G01950,0.0001047929
AT4G28140,AT2G30360,0.000104719205
AT2G39200,AT3G19930,0.00010469368
AT4G23210,AT1G19380,0.00010469091
AT3G19450,AT3G22060,0.00010468574
AT4G30190,AT5G20480,0.0001046225
AT2G19190,AT5G67450,0.000104618535
AT1G21670,AT2G37040,0.00010457337
AT1G61360,AT1G51800,0.000104518214
AT5G53460,AT3G59880,0.00010444943
AT1G70530,AT3G19930,0.00010441934999999999
AT5G46330,AT3G49780,0.00010439817
AT2G38900,AT5G54160,0.0001042785
AT5G53110,AT4G23210,0.00010425408000000001
AT1G72300,AT1G30720,0.00010421869
AT2G44490,AT4G31550,0.00010421803
AT4G31550,AT4G35180,0.00010413509
AT4G31550,AT5G40780,0.00010406982599999999
AT1G05300,AT1G65490,0.00010404494
AT1G51800,AT2G38900,0.00010396186600000001
AT3G19930,AT5G13930,0.00010386144
AT2G41220,AT5G46330,0.00010377834999999999
AT3G45060,AT2G36690,0.00010365594000000001
AT4G31550,AT2G39200,0.000103625374
AT5G50200,AT4G27730,0.00010357044
AT1G14780,AT3G48650,0.00010353100000000001
AT4G01700,AT3G21080,0.00010345050999999999
AT1G52200,AT3G48650,0.000103435974
AT4G20000,AT5G20480,0.00010341665999999999
AT4G24160,AT3G49780,0.00010339015
AT4G33430,AT2G15620,0.00010335355
AT5G20480,AT5G66420,0.00010321014
AT4G21870,AT2G25470,0.00010314931
AT2G37710,AT1G15950,0.000103140796
AT3G19450,AT5G01540,0.00010310359
AT2G30490,AT2G31400,0.00010286169
AT1G70530,AT5G59080,0.00010269471
AT5G46330,AT2G19190,0.00010267146000000001
AT1G49000,AT1G51620,0.000102628284
AT4G38560,AT4G27730,0.000102513346
AT4G20000,AT1G15950,0.00010226347499999999
AT2G41220,AT3G19010,0.00010204134
AT3G29034,AT1G65490,0.00010191937
AT5G46330,AT4G01700,0.00010183418
AT5G01540,AT3G45060,0.00010179914
AT1G37130,AT3G49780,0.00010168252
AT2G22122,AT5G39580,0.00010166302
AT1G64280,AT4G28140,0.000101571466
AT2G02220,AT3G49780,0.000101545746
AT4G01700,AT4G20860,0.00010154341999999999
AT2G15620,AT1G70530,0.000101425714
AT5G50200,AT1G05300,0.00010130858
AT2G37040,AT1G72300,0.00010124252
AT4G21870,AT1G65690,0.00010123806
AT4G30190,AT5G20250,0.00010118673
AT2G01950,AT3G50480,0.00010100865599999999
AT5G01540,AT5G39580,0.000100997306
AT2G25000,AT4G33430,0.00010094853
AT5G48430,AT1G72300,0.00010092060999999999
AT2G22122,AT1G51800,0.000100833946
AT5G48430,AT5G13930,0.00010073757
AT1G08090,AT4G23210,0.00010066655999999999
AT3G46280,AT1G65690,0.000100648205
AT5G07440,AT3G22060,0.00010062599000000001
AT5G54160,AT5G10450,0.00010055710999999999
AT2G15620,AT1G64170,0.00010051356
AT1G65690,AT4G33430,0.00010046597
AT2G31400,AT1G19380,0.0001004167
AT1G52200,AT4G31550,0.000100398895
AT3G25882,AT1G12940,0.00010032056999999999
AT2G44380,AT2G37040,0.00010011694
AT2G39530,AT1G64170,0.00010006011000000001
AT1G51890,AT1G37130,0.00010005216999999998
AT1G37130,AT4G31550,9.9942794e-05
AT1G14780,AT3G46280,9.984583399999999e-05
AT5G59080,AT5G10450,9.966695e-05
AT4G08850,AT4G01250,9.965986e-05
AT4G08850,AT4G33430,9.948129000000001e-05
AT1G05300,AT4G01250,9.941736999999999e-05
AT1G52200,AT3G52450,9.941731e-05
AT1G51620,AT1G64170,9.939546e-05
AT4G23210,AT2G36690,9.935759e-05
AT3G59880,AT4G20000,9.935608000000001e-05
AT5G55050,AT1G51620,9.934616e-05
AT2G22122,AT4G31800,9.925164e-05
AT1G37130,AT2G25470,9.922934e-05
AT5G67450,AT4G27730,9.922725399999999e-05
AT1G52200,AT3G25882,9.9227225e-05
AT5G48430,AT3G48650,9.922038e-05
AT1G51620,AT5G07440,9.92157e-05
AT3G29034,AT1G35160,9.920745999999999e-05
AT5G53460,AT3G49780,9.919581e-05
AT2G37040,AT4G21410,9.91833e-05
AT4G31550,AT4G23210,9.906475e-05
