Gene1,Gene2,Score
AT1G65690,AT4G31550,9.901752e-05
AT1G51800,AT5G55050,9.893265e-05
AT1G72300,AT5G44585,9.892541e-05
AT1G72300,AT2G37710,9.889520000000001e-05
AT5G44585,AT5G59080,9.874991e-05
AT2G42360,AT1G08090,9.874844000000001e-05
AT5G53460,AT5G67450,9.8659664e-05
AT5G48430,AT4G20000,9.858976999999999e-05
AT2G25000,AT4G23210,9.855091e-05
AT1G12940,AT1G70530,9.852790399999999e-05
AT5G37600,AT5G46330,9.849594000000001e-05
AT5G39580,AT2G41220,9.844434999999999e-05
AT3G26210,AT4G27730,9.8384684e-05
AT1G21670,AT1G49000,9.8362914e-05
AT5G37600,AT3G48650,9.807494000000001e-05
AT5G66420,AT4G33430,9.80715e-05
AT1G61360,AT5G37600,9.805222e-05
AT5G55050,AT2G44370,9.803488000000001e-05
AT1G72300,AT4G08850,9.803153000000001e-05
AT3G52450,AT3G25882,9.799923000000001e-05
AT4G31550,AT4G31800,9.797197e-05
AT3G45060,AT4G35180,9.7762764e-05
AT2G41220,AT1G64280,9.767395000000001e-05
AT4G33430,AT5G67450,9.763398999999999e-05
AT5G04140,AT2G22122,9.7589684e-05
AT5G20480,AT4G28140,9.7562144e-05
AT4G01700,AT4G01250,9.749075999999999e-05
AT1G05300,AT3G25882,9.7457836e-05
AT3G25882,AT5G10450,9.745292e-05
AT4G27730,AT2G39530,9.740757e-05
AT2G36690,AT2G31400,9.737581e-05
AT2G31400,AT5G20480,9.7353455e-05
AT3G48650,AT5G44585,9.731001e-05
AT5G04140,AT3G22060,9.723562e-05
AT5G39580,AT1G72300,9.722598e-05
AT5G39580,AT3G21080,9.7189746e-05
AT1G14780,AT1G65690,9.714996999999999e-05
AT4G31800,AT4G21410,9.6987984e-05
AT4G20000,AT5G04140,9.6985736e-05
AT5G10450,AT4G27730,9.694423e-05
AT1G37130,AT3G46280,9.69344e-05
AT2G38900,AT2G44490,9.689509e-05
AT3G59880,AT4G01700,9.682370999999999e-05
AT4G20860,AT1G05300,9.6794916e-05
AT5G10450,AT2G37040,9.678585e-05
AT5G48430,AT1G15950,9.673551499999999e-05
AT1G30720,AT1G12940,9.672655e-05
AT3G21080,AT4G01250,9.6346695e-05
AT1G15950,AT4G01250,9.631338e-05
AT2G37710,AT5G13930,9.627428e-05
AT5G46330,AT1G64280,9.624614e-05
AT4G30190,AT2G37040,9.624335999999999e-05
AT4G39400,AT3G59880,9.613814e-05
AT1G61380,AT4G28140,9.601440000000001e-05
AT1G72300,AT2G38900,9.599415999999999e-05
AT1G51800,AT3G59880,9.594564000000001e-05
AT4G23210,AT5G48430,9.578099e-05
AT2G41220,AT5G20480,9.578062e-05
AT2G30360,AT2G19190,9.574031e-05
AT1G77380,AT4G27730,9.568011e-05
AT3G19930,AT5G40780,9.558106e-05
AT4G35180,AT2G15620,9.549130999999999e-05
AT2G39530,AT2G01950,9.538849e-05
AT3G49780,AT2G44370,9.534919e-05
AT3G50480,AT3G59880,9.51965e-05
AT4G21870,AT3G48650,9.5190604e-05
AT2G39530,AT5G66420,9.506517400000001e-05
AT3G52450,AT4G23210,9.49653e-05
AT5G37600,AT1G51800,9.492606e-05
AT1G02450,AT3G49780,9.483176e-05
AT2G44380,AT5G04140,9.481984e-05
AT1G72300,AT1G65490,9.479976000000001e-05
AT3G46280,AT5G13930,9.478719000000001e-05
AT5G39580,AT5G53110,9.470378e-05
AT5G59080,AT2G25470,9.470236500000001e-05
AT1G35160,AT4G24160,9.4622344e-05
AT3G26210,AT4G23210,9.456591999999998e-05
AT4G08850,AT3G46280,9.455181999999999e-05
AT4G20860,AT5G20480,9.4550516e-05
AT1G30720,AT1G64170,9.454604999999999e-05
AT4G01250,AT1G52200,9.451955e-05
AT3G29034,AT1G37130,9.448912e-05
AT5G13930,AT4G23210,9.444146e-05
AT2G37710,AT1G51800,9.4291056e-05
AT2G19190,AT1G02450,9.4275616e-05
AT1G65490,AT2G36690,9.420555000000001e-05
AT1G61380,AT2G44490,9.417078000000002e-05
AT2G36690,AT4G20860,9.398962e-05
AT5G53460,AT2G39200,9.391882e-05
AT3G46280,AT2G38900,9.390193e-05
AT1G21670,AT3G25882,9.388371999999999e-05
AT5G13930,AT2G25000,9.3779316e-05
AT1G64170,AT1G65690,9.3726034e-05
AT4G39400,AT1G65490,9.370955e-05
AT3G22060,AT2G44380,9.3639035e-05
AT3G22060,AT3G26210,9.362268e-05
AT4G38560,AT5G48430,9.3590075e-05
AT5G55050,AT1G65490,9.357743e-05
AT5G20480,AT4G01250,9.355700000000001e-05
AT2G44380,AT4G38560,9.347469999999999e-05
AT4G31800,AT4G30190,9.337157e-05
AT3G48650,AT2G25470,9.324054e-05
AT1G30720,AT1G49000,9.320921000000001e-05
AT3G49780,AT2G25000,9.314129e-05
AT1G77380,AT3G19930,9.3099e-05
AT1G64280,AT4G30190,9.307351999999999e-05
AT4G08850,AT4G20860,9.307343000000001e-05
AT1G51680,AT5G06950,9.299341e-05
AT4G38560,AT4G21870,9.2983246e-05
AT1G64280,AT1G65690,9.2854425e-05
AT1G70530,AT1G14780,9.281482e-05
AT2G37040,AT4G38560,9.2762755e-05
AT3G50470,AT5G06950,9.266176499999999e-05
AT4G08850,AT5G67450,9.261915000000001e-05
AT2G41220,AT4G01700,9.260564500000001e-05
AT2G44490,AT4G28140,9.2584545e-05
AT5G66420,AT4G20000,9.255225000000001e-05
AT1G12940,AT5G20480,9.248768e-05
AT3G48650,AT1G51800,9.247408000000002e-05
AT2G38900,AT5G50200,9.245608e-05
AT3G19450,AT5G20480,9.245407e-05
AT3G52450,AT1G61380,9.241782400000001e-05
AT4G30190,AT3G59880,9.2387665e-05
AT1G52200,AT2G37710,9.23524e-05
AT3G50470,AT5G20480,9.217384e-05
AT5G40780,AT3G22060,9.215666e-05
AT4G01250,AT4G38560,9.212126e-05
AT4G39400,AT2G44490,9.206164e-05
AT1G05300,AT4G27730,9.203011999999999e-05
AT5G07440,AT1G14780,9.195220600000001e-05
AT4G35180,AT2G41220,9.194056e-05
AT2G02220,AT1G37130,9.1917274e-05
AT5G55050,AT1G65690,9.189937e-05
AT3G19450,AT5G07440,9.186605e-05
AT4G20860,AT4G39400,9.177550999999999e-05
AT2G44380,AT5G66420,9.168658000000002e-05
AT5G40780,AT2G38900,9.167487e-05
AT1G15950,AT2G25470,9.166978e-05
AT2G30490,AT3G50470,9.159290000000001e-05
AT5G54160,AT1G64280,9.155668e-05
AT5G37600,AT5G07440,9.154780999999999e-05
AT5G53460,AT4G20000,9.153285e-05
AT1G15950,AT2G44490,9.153216e-05
AT3G21080,AT4G08850,9.152030999999999e-05
AT1G21670,AT1G51800,9.143606e-05
AT2G39200,AT5G37600,9.140916999999999e-05
AT5G50200,AT2G30490,9.133542e-05
AT5G66420,AT5G50200,9.133226999999999e-05
AT1G12940,AT4G27730,9.1324844e-05
AT3G22060,AT3G19010,9.122793e-05
AT4G38560,AT3G46280,9.121223e-05
AT2G15620,AT4G39400,9.120991e-05
AT5G10450,AT4G28140,9.119845e-05
AT1G35160,AT2G22122,9.114565999999999e-05
AT2G19190,AT5G39580,9.113979499999999e-05
AT4G01700,AT1G30720,9.106668999999999e-05
AT2G31400,AT2G19190,9.106485999999999e-05
AT5G53110,AT3G59880,9.104962999999999e-05
AT4G31550,AT1G15950,9.093548e-05
AT5G40780,AT3G52450,9.092606e-05
AT2G39530,AT4G08850,9.090034e-05
AT5G53110,AT2G15620,9.083972e-05
AT3G29034,AT1G64170,9.069314e-05
AT3G49780,AT1G14780,9.069134e-05
AT2G42360,AT1G65490,9.068841999999999e-05
AT5G66420,AT2G01950,9.06627e-05
AT5G59080,AT5G39580,9.064485999999999e-05
AT2G37040,AT1G51620,9.062484000000001e-05
AT5G06950,AT4G21410,9.055868e-05
AT5G13930,AT2G19190,9.053889000000001e-05
AT2G42360,AT2G37710,9.052689e-05
AT2G30360,AT5G10450,9.050257e-05
AT5G01540,AT2G36690,9.049896000000001e-05
AT1G64280,AT5G37600,9.046074399999999e-05
AT5G59080,AT1G37130,9.044113e-05
AT2G15620,AT3G29034,9.041277e-05
AT4G08850,AT4G21870,9.034487e-05
AT3G50470,AT1G05300,9.033615e-05
AT2G41220,AT3G21080,9.033606e-05
AT2G37040,AT4G35180,9.033469999999999e-05
AT3G26210,AT5G04140,9.0303336e-05
AT5G48430,AT1G35160,9.030120999999999e-05
AT1G61380,AT4G01250,9.019322e-05
AT4G33430,AT1G12940,8.999543e-05
AT1G72300,AT2G30360,8.99899e-05
AT1G52200,AT4G35180,8.9973946e-05
AT3G19010,AT1G64170,8.974873999999999e-05
AT3G19010,AT4G23210,8.972958000000001e-05
AT2G30360,AT5G46330,8.971411400000001e-05
AT1G64170,AT2G01950,8.9687266e-05
AT1G19380,AT5G48430,8.958847e-05
AT4G21410,AT4G35180,8.9585425e-05
AT2G31400,AT3G45060,8.9550704e-05
AT5G37600,AT5G01540,8.938291999999999e-05
AT2G19190,AT5G50200,8.919088599999999e-05
AT4G31800,AT1G61360,8.903216999999998e-05
AT5G50200,AT3G22060,8.901532e-05
AT1G49000,AT2G36690,8.899437e-05
AT5G20250,AT2G39200,8.895586e-05
AT2G30490,AT5G07440,8.892834000000001e-05
AT2G44490,AT1G12940,8.890589e-05
AT2G39530,AT3G26210,8.883260000000001e-05
AT4G38560,AT5G06950,8.872674999999999e-05
AT5G37600,AT2G22122,8.870515e-05
AT5G20480,AT4G24160,8.870262e-05
AT3G19450,AT1G65690,8.867184000000001e-05
AT1G21670,AT5G13930,8.858723599999999e-05
AT5G13930,AT5G04140,8.8562105e-05
AT3G22060,AT5G04140,8.854377000000001e-05
AT1G65690,AT4G08850,8.8520734e-05
AT5G20480,AT3G26210,8.848915000000001e-05
AT1G35160,AT1G61360,8.8474975e-05
AT3G59880,AT4G27730,8.8383815e-05
AT5G04140,AT3G48650,8.83579e-05
AT1G65490,AT2G39530,8.832594e-05
AT3G19010,AT5G48430,8.832001e-05
AT2G31400,AT5G13930,8.8177454e-05
AT1G49000,AT2G39200,8.800306999999998e-05
AT1G08090,AT1G61380,8.796278e-05
AT2G44370,AT2G22122,8.777382999999999e-05
AT5G20480,AT5G67450,8.775620999999999e-05
AT4G31550,AT5G53110,8.7750515e-05
AT1G64170,AT1G51800,8.773573000000001e-05
AT5G07440,AT4G20000,8.767104e-05
AT5G39580,AT5G01540,8.7654065e-05
AT5G04140,AT3G59880,8.764528e-05
AT4G31550,AT1G51800,8.7644476e-05
AT3G46280,AT1G21670,8.762969999999999e-05
AT4G20000,AT1G65490,8.754139000000001e-05
AT3G45060,AT4G27730,8.7479784e-05
AT4G27730,AT1G51890,8.745741e-05
AT4G31550,AT5G44585,8.739546999999999e-05
AT1G21670,AT5G01540,8.725511e-05
AT1G51620,AT4G31550,8.723599599999999e-05
AT2G44490,AT5G67450,8.722344e-05
AT4G31800,AT3G59880,8.717709e-05
AT2G39200,AT3G59880,8.712955e-05
AT1G51800,AT1G51890,8.712224e-05
AT5G07440,AT2G42360,8.700099e-05
AT4G27730,AT2G42360,8.697715e-05
AT3G19010,AT1G65490,8.694525999999999e-05
AT1G61380,AT2G01950,8.662654e-05
AT5G53460,AT4G23210,8.658703000000002e-05
AT1G61360,AT3G19450,8.656405999999998e-05
AT5G59080,AT1G61360,8.6474065e-05
AT5G37600,AT3G46280,8.6446395e-05
AT2G42360,AT4G33430,8.6411135e-05
AT1G14780,AT2G37710,8.638386999999998e-05
AT2G02220,AT2G17740,8.637173e-05
AT2G19190,AT5G46330,8.630409e-05
AT1G30730,AT4G24160,8.630196e-05
AT4G28140,AT1G51620,8.624506999999999e-05
AT2G17740,AT4G27730,8.6177475e-05
AT2G37040,AT1G37130,8.6165266e-05
AT5G20250,AT5G39580,8.614278e-05
AT5G07440,AT2G44370,8.607751e-05
AT1G30730,AT4G23210,8.606971e-05
AT3G29034,AT2G02220,8.600728000000001e-05
AT1G51680,AT1G61380,8.589646999999998e-05
AT5G59080,AT5G06950,8.577608e-05
AT1G52200,AT2G38900,8.575880999999999e-05
AT5G13930,AT5G06950,8.573158000000001e-05
AT2G44380,AT3G49780,8.5681786e-05
AT5G54160,AT2G44490,8.567551999999999e-05
AT2G25000,AT3G22060,8.55826e-05
AT3G50480,AT4G27730,8.550464e-05
AT5G01540,AT1G72300,8.546765999999999e-05
AT3G50480,AT4G08850,8.539279e-05
AT2G31400,AT1G52200,8.538167e-05
AT2G37710,AT3G48650,8.5210275e-05
AT2G41220,AT2G36690,8.520995e-05
AT1G15950,AT1G61380,8.520279e-05
AT2G37710,AT2G38900,8.520176e-05
AT2G31400,AT4G23210,8.511652400000001e-05
AT1G30720,AT4G01250,8.510398000000002e-05
AT1G70530,AT5G37600,8.505296999999998e-05
AT1G77380,AT1G21670,8.504796999999999e-05
AT2G37040,AT5G44585,8.5011445e-05
AT4G30190,AT3G26210,8.4938714e-05
AT1G05300,AT2G25000,8.481243e-05
AT1G72300,AT1G15950,8.480056e-05
AT3G52450,AT2G19190,8.467423000000001e-05
AT2G42360,AT2G31400,8.463896999999998e-05
AT1G19380,AT2G44380,8.453338e-05
AT3G59880,AT1G65690,8.449484e-05
AT5G53460,AT1G52200,8.442556999999999e-05
AT4G08850,AT3G22060,8.4421255e-05
AT3G49780,AT1G05300,8.432702e-05
AT2G22122,AT5G59080,8.432236e-05
AT2G44380,AT1G61380,8.429884e-05
AT1G77380,AT4G23210,8.428944e-05
AT2G41220,AT3G50470,8.419736999999999e-05
AT2G44380,AT5G40780,8.417604999999999e-05
AT1G21670,AT3G46280,8.414269500000001e-05
AT2G44490,AT1G65690,8.404470999999999e-05
AT1G15950,AT2G25000,8.402696e-05
AT4G21410,AT5G46330,8.397958e-05
AT3G21080,AT4G28140,8.3974235e-05
AT1G02450,AT2G44490,8.388233e-05
AT1G49000,AT1G37130,8.378671999999998e-05
AT2G44490,AT1G05300,8.3755e-05
AT2G37040,AT1G65490,8.3696614e-05
AT4G21410,AT2G44490,8.362334999999999e-05
AT1G77380,AT2G39530,8.358872e-05
AT5G06950,AT1G15950,8.345014999999999e-05
AT5G20480,AT5G53460,8.342581e-05
AT5G50200,AT1G30720,8.336016e-05
AT4G33430,AT4G01250,8.329004999999999e-05
AT3G48650,AT4G33430,8.324848e-05
AT1G30730,AT4G31800,8.320662e-05
AT2G37710,AT1G51680,8.308714e-05
AT3G50480,AT5G04140,8.304178e-05
AT5G20480,AT3G59880,8.294837600000001e-05
AT4G24160,AT1G35160,8.288923e-05
AT4G31800,AT4G39400,8.2815204e-05
AT2G30360,AT1G51890,8.2793485e-05
AT4G38560,AT5G46330,8.276058000000001e-05
AT5G20250,AT2G44380,8.274627e-05
AT4G28140,AT3G26210,8.255815999999999e-05
AT1G05300,AT1G15950,8.226776e-05
AT4G24160,AT2G36690,8.222985000000001e-05
AT5G59080,AT1G30730,8.2189355e-05
AT5G13930,AT1G51800,8.217598e-05
AT1G02450,AT1G65490,8.214574e-05
AT2G37040,AT2G30490,8.2143815e-05
AT5G07440,AT4G28140,8.212476999999999e-05
AT1G49000,AT1G72300,8.210088e-05
AT2G31400,AT1G77380,8.1961145e-05
AT2G39200,AT1G51680,8.192233500000001e-05
AT2G30360,AT4G23210,8.18748e-05
AT1G02450,AT1G21670,8.1849255e-05
AT2G36690,AT4G31800,8.184881e-05
AT3G29034,AT4G21870,8.170627e-05
AT4G23210,AT1G35160,8.155778e-05
AT4G20860,AT2G02220,8.1397775e-05
AT5G20480,AT1G65690,8.129849e-05
AT2G44370,AT3G45060,8.114814e-05
AT1G51800,AT1G30730,8.105981e-05
AT4G27730,AT5G55050,8.10174e-05
AT1G49000,AT4G31550,8.100267e-05
AT5G53110,AT4G27730,8.100151999999999e-05
AT3G49780,AT3G21080,8.081044e-05
AT2G44380,AT5G06950,8.0742015e-05
AT2G15620,AT2G22122,8.072208000000001e-05
AT4G20000,AT4G01250,8.0657555e-05
AT5G54160,AT1G12940,8.061299e-05
AT4G33430,AT1G65490,8.06117e-05
AT1G65490,AT1G64280,8.053517e-05
AT1G51620,AT1G15950,8.0503414e-05
AT1G37130,AT4G31800,8.037154999999999e-05
AT2G22122,AT2G44490,8.034721400000001e-05
AT4G28140,AT3G46280,8.029448000000001e-05
AT5G37600,AT2G44380,8.028809000000001e-05
AT3G52450,AT1G05300,8.0265374e-05
AT1G61380,AT2G31400,8.0252095e-05
AT4G38560,AT2G37040,8.0189115e-05
AT5G55050,AT3G25882,8.013661e-05
AT1G61380,AT2G37040,8.0135265e-05
AT5G13930,AT5G44585,7.998032e-05
AT2G44370,AT4G35180,7.996964e-05
AT1G61360,AT1G12940,7.995371600000001e-05
AT4G28140,AT4G33430,7.995100000000001e-05
AT4G35180,AT4G27730,7.9937505e-05
AT5G50200,AT5G01540,7.992253000000001e-05
AT3G49780,AT4G31800,7.990751e-05
AT1G35160,AT1G61380,7.989999e-05
AT3G19450,AT3G50480,7.980637e-05
AT2G39530,AT1G21670,7.976026999999999e-05
AT1G64280,AT1G61380,7.96252e-05
AT2G38900,AT2G39530,7.9621714e-05
AT4G24160,AT4G35180,7.957986e-05
AT3G29034,AT1G51680,7.9491474e-05
AT3G50480,AT2G37040,7.946996600000001e-05
AT2G37710,AT3G21080,7.944496e-05
AT4G23210,AT4G24160,7.9442696e-05
AT4G31550,AT5G07440,7.9391575e-05
AT2G31400,AT3G26210,7.936602e-05
AT5G44585,AT2G39530,7.930406999999999e-05
AT4G01700,AT5G39580,7.92942e-05
AT2G25000,AT4G20860,7.928481e-05
AT3G19450,AT1G02450,7.917041999999999e-05
AT2G01950,AT2G44490,7.914962e-05
AT2G01950,AT5G06950,7.912001999999999e-05
AT1G61380,AT2G15620,7.905145e-05
AT5G67450,AT1G51800,7.875531399999999e-05
AT1G72300,AT2G15620,7.871686e-05
AT1G08090,AT2G37710,7.8671175e-05
AT3G21080,AT2G15620,7.862866e-05
AT4G39400,AT4G33430,7.854985e-05
AT3G19930,AT5G06950,7.853310000000001e-05
AT3G22060,AT5G67450,7.833725000000001e-05
AT1G15950,AT3G50480,7.833020999999999e-05
AT1G77380,AT3G48650,7.828423e-05
AT4G21410,AT3G21080,7.827068e-05
AT2G30360,AT1G49000,7.825690400000001e-05
AT1G05300,AT2G30490,7.8148696e-05
AT5G04140,AT5G66420,7.812153500000001e-05
AT1G19380,AT3G45060,7.811042499999999e-05
AT2G19190,AT1G51620,7.8040604e-05
AT2G30360,AT1G19380,7.8025114e-05
AT5G53460,AT2G02220,7.801704499999999e-05
AT4G39400,AT1G49000,7.800912e-05
AT3G45060,AT1G12940,7.8001845e-05
AT4G01250,AT3G49780,7.7999175e-05
AT4G31550,AT3G21080,7.79721e-05
AT2G39530,AT3G22060,7.794983e-05
AT4G20860,AT1G64280,7.794732e-05
AT2G22122,AT4G24160,7.793244e-05
AT2G44490,AT3G46280,7.792349e-05
AT1G61380,AT5G66420,7.791001e-05
AT2G30490,AT2G30360,7.7878e-05
AT4G24160,AT4G08850,7.7828845e-05
AT3G22060,AT4G08850,7.772729999999999e-05
AT1G51680,AT1G14780,7.77094e-05
AT1G61360,AT5G59080,7.767681e-05
AT2G42360,AT1G02450,7.76767e-05
AT3G52450,AT1G49000,7.7573946e-05
AT5G06950,AT4G08850,7.7568046e-05
AT1G05300,AT5G13930,7.755214e-05
AT1G64170,AT1G15950,7.744497e-05
AT5G39580,AT1G08090,7.74432e-05
AT2G01950,AT1G65490,7.741597e-05
AT1G61380,AT2G44380,7.736779000000001e-05
AT3G19010,AT4G35180,7.73475e-05
AT1G52200,AT2G44380,7.732161e-05
AT2G37710,AT3G59880,7.7239645e-05
AT1G65690,AT1G05300,7.7209275e-05
AT3G21080,AT1G52200,7.716963000000001e-05
AT3G26210,AT4G24160,7.710755e-05
AT3G46280,AT3G21080,7.709001e-05
AT4G23210,AT4G28140,7.70388e-05
AT1G65690,AT2G36690,7.7034674e-05
AT3G29034,AT1G19380,7.70302e-05
AT2G15620,AT5G46330,7.701133000000001e-05
AT4G28140,AT5G20480,7.695239999999999e-05
AT1G64280,AT5G59080,7.693340999999999e-05
AT1G08090,AT4G27730,7.692246e-05
AT3G59880,AT1G64170,7.691943e-05
AT2G30490,AT4G31550,7.688819499999999e-05
AT5G46330,AT5G67450,7.6858625e-05
AT3G49780,AT2G41220,7.685062e-05
AT4G01700,AT2G41220,7.684720999999999e-05
AT2G25470,AT3G25882,7.680752e-05
AT4G08850,AT5G59080,7.67603e-05
AT1G65490,AT5G46330,7.675614e-05
AT2G01950,AT5G48430,7.6743556e-05
AT4G20860,AT4G01700,7.6712146e-05
AT2G17740,AT1G65490,7.67034e-05
AT5G46330,AT1G05300,7.670050999999999e-05
AT5G01540,AT5G20250,7.667216400000001e-05
AT1G65690,AT1G72300,7.655816999999999e-05
AT4G24160,AT5G37600,7.653041999999999e-05
AT5G39580,AT1G15950,7.648986e-05
AT4G28140,AT4G23210,7.647161e-05
AT3G50470,AT1G64170,7.641466e-05
AT5G06950,AT3G19010,7.63855e-05
AT1G35160,AT1G30720,7.6378834e-05
AT5G07440,AT2G44380,7.6376484e-05
AT1G30720,AT1G05300,7.63663e-05
AT3G19010,AT2G15620,7.635768e-05
AT1G70530,AT4G39400,7.631755999999999e-05
AT1G72300,AT3G19010,7.6317025e-05
AT1G61360,AT1G30720,7.630626999999999e-05
AT5G59080,AT2G39530,7.626982e-05
AT1G35160,AT4G28140,7.621419e-05
AT1G15950,AT4G21410,7.615248999999999e-05
AT4G21410,AT2G37040,7.612541e-05
AT2G37040,AT3G19450,7.605487e-05
AT2G39530,AT5G13930,7.6041295e-05
AT5G44585,AT1G64280,7.602972e-05
AT2G38900,AT1G37130,7.602126e-05
AT1G19380,AT1G64280,7.598516e-05
AT1G61360,AT1G05300,7.5974574e-05
AT1G72300,AT3G25882,7.592889e-05
AT1G19380,AT5G50200,7.588097e-05
AT1G14780,AT2G36690,7.587525999999999e-05
AT5G50200,AT1G65490,7.581748e-05
AT1G21670,AT1G61360,7.58083e-05
AT5G10450,AT1G37130,7.578599e-05
AT1G65490,AT4G20860,7.574973e-05
AT2G44370,AT1G35160,7.569342400000001e-05
AT1G61360,AT2G22122,7.566927e-05
AT3G19450,AT1G77380,7.562041e-05
AT5G44585,AT2G02220,7.556505e-05
AT1G30720,AT5G53110,7.540435000000001e-05
AT1G02450,AT4G08850,7.5392476e-05
AT1G02450,AT5G20250,7.537734e-05
AT5G39580,AT4G35180,7.536108e-05
AT5G07440,AT1G70530,7.530029000000001e-05
AT3G59880,AT5G20250,7.525935999999999e-05
AT5G44585,AT1G15950,7.523491999999999e-05
AT2G38900,AT4G27730,7.521793e-05
AT3G29034,AT5G07440,7.5214e-05
AT3G45060,AT2G44490,7.520883e-05
AT4G21410,AT1G65490,7.512205e-05
AT1G19380,AT4G35180,7.508709e-05
AT5G50200,AT1G51620,7.507771e-05
AT3G50470,AT5G66420,7.49999e-05
AT5G67450,AT4G01700,7.498501e-05
AT3G50470,AT2G42360,7.496196e-05
AT5G13930,AT1G70530,7.4936106e-05
AT1G21670,AT2G44490,7.493088000000001e-05
AT3G25882,AT1G72300,7.4870215e-05
AT2G44380,AT2G38900,7.472466999999999e-05
AT1G61360,AT4G27730,7.470526999999999e-05
AT3G26210,AT4G21870,7.469973000000001e-05
AT1G19380,AT3G25882,7.469374399999999e-05
AT2G01950,AT3G19450,7.466957e-05
AT4G30190,AT4G31800,7.4393385e-05
AT1G37130,AT4G20000,7.43598e-05
AT5G40780,AT4G20860,7.429955e-05
AT5G10450,AT2G30360,7.427047e-05
AT4G21870,AT1G51800,7.4264804e-05
AT5G04140,AT4G01700,7.4184565e-05
AT5G53110,AT2G39530,7.407163e-05
AT5G66420,AT4G01250,7.394206e-05
AT1G51620,AT5G20480,7.3793584e-05
AT4G24160,AT1G70530,7.377819000000001e-05
AT1G65690,AT2G02220,7.370193599999999e-05
AT1G30720,AT5G37600,7.360572e-05
AT5G04140,AT1G15950,7.357541999999999e-05
AT4G35180,AT4G21870,7.351636999999999e-05
AT2G44370,AT3G19930,7.3455005e-05
AT1G49000,AT4G20860,7.345304e-05
AT5G44585,AT3G50470,7.341015e-05
AT4G31800,AT5G13930,7.3404866e-05
AT4G28140,AT4G21410,7.339501e-05
AT4G27730,AT1G51680,7.337612600000001e-05
AT4G38560,AT5G10450,7.3333315e-05
AT3G49780,AT4G21410,7.327429e-05
AT2G37710,AT3G19010,7.322066999999999e-05
AT5G53110,AT5G48430,7.319687e-05
AT4G08850,AT1G49000,7.319148e-05
AT4G01700,AT5G37600,7.3186595e-05
AT1G02450,AT2G31400,7.317218000000001e-05
AT1G51800,AT3G26210,7.316676e-05
AT2G42360,AT1G19380,7.316236e-05
AT4G33430,AT2G19190,7.3043e-05
AT5G13930,AT1G37130,7.303494e-05
AT2G44380,AT5G20250,7.303345000000001e-05
AT1G51800,AT1G05300,7.301676999999999e-05
AT4G01700,AT1G77380,7.285774000000001e-05
AT5G20250,AT5G50200,7.284982e-05
AT1G30720,AT4G35180,7.284293e-05
AT1G15950,AT2G30490,7.283833e-05
AT4G20000,AT3G46280,7.282673000000001e-05
AT2G44490,AT1G52200,7.2761555e-05
AT5G44585,AT3G48650,7.2733936e-05
AT5G20250,AT3G50470,7.264828e-05
AT1G15950,AT2G30360,7.2602445e-05
AT1G35160,AT5G39580,7.258525e-05
AT5G48430,AT3G22060,7.255783000000001e-05
AT1G64170,AT5G48430,7.2523326e-05
AT1G70530,AT3G49780,7.242484e-05
AT1G61380,AT2G42360,7.2394265e-05
AT2G25470,AT1G49000,7.237648e-05
AT2G44380,AT1G21670,7.227299e-05
AT4G24160,AT2G19190,7.223553000000001e-05
AT2G31400,AT3G52450,7.218834e-05
AT1G64280,AT2G30360,7.218186e-05
AT3G45060,AT4G33430,7.217884600000001e-05
AT1G51680,AT1G19380,7.214895e-05
AT4G20860,AT3G48650,7.213819e-05
AT3G19010,AT2G30490,7.2092254e-05
AT3G50480,AT3G19930,7.201416e-05
AT5G04140,AT2G02220,7.201054000000001e-05
AT1G15950,AT1G65690,7.198929e-05
AT3G21080,AT1G49000,7.196992e-05
AT1G77380,AT2G02220,7.1959636e-05
AT5G53110,AT5G46330,7.189283e-05
AT1G52200,AT3G59880,7.1827635e-05
AT4G01250,AT1G51680,7.182625e-05
AT3G21080,AT3G59880,7.175643e-05
AT3G29034,AT2G30360,7.167616e-05
AT3G19450,AT4G35180,7.166566e-05
AT1G65490,AT4G08850,7.163511e-05
AT1G61380,AT3G48650,7.160704000000001e-05
AT2G37040,AT2G02220,7.141189e-05
AT2G37710,AT5G37600,7.138185e-05
AT5G54160,AT1G35160,7.13677e-05
AT1G30730,AT5G48430,7.13084e-05
AT2G38900,AT2G44380,7.127194e-05
AT1G70530,AT2G44380,7.126621e-05
AT1G77380,AT5G13930,7.122190400000001e-05
AT1G35160,AT2G37040,7.120744e-05
AT5G67450,AT4G31550,7.1201954e-05
AT1G02450,AT5G55050,7.115721400000001e-05
AT1G05300,AT2G39200,7.115496e-05
AT2G25470,AT4G30190,7.1121955e-05
AT2G44380,AT5G37600,7.103366999999999e-05
AT1G15950,AT1G64280,7.100997e-05
AT5G01540,AT1G65690,7.0998074e-05
AT4G30190,AT4G28140,7.0996466e-05
AT5G01540,AT4G21870,7.090646e-05
AT4G39400,AT1G72300,7.088359e-05
AT3G25882,AT3G19010,7.0831455e-05
AT5G67450,AT3G26210,7.080566999999999e-05
AT5G44585,AT5G50200,7.080026999999999e-05
AT3G29034,AT5G01540,7.059637e-05
AT2G41220,AT1G72300,7.059318e-05
AT1G05300,AT1G02450,7.058516e-05
AT1G64280,AT5G53460,7.054075e-05
